PO_Number,Vendor_ID,SKU_ID,Order_Date,Expected_Delivery_Date,Actual_Delivery_Date,Units_Ordered,Units_Received,Unit_Cost,Total_Cost,Delivery_Status
PO003313,V007,GFT2249,2025-05-06,2025-05-26,2025-06-02,96,96,62.2,5971.2,Late
PO003314,V016,SRV1073,2026-01-05,2026-01-19,2026-01-25,72,72,25.41,1829.52,Late
PO003315,V014,SEA0676,2025-05-06,2025-06-16,2025-06-13,120,120,131.0,15720.0,On Time
PO003316,V017,TAB0768,2025-11-27,2025-12-12,2025-12-12,96,96,251.88,24180.48,On Time
PO003317,V011,LGT1781,2025-04-27,2025-06-08,2025-06-19,96,96,54.21,5204.16,Late
PO003318,V007,HAL1992,2026-05-06,2026-05-26,2026-06-03,36,36,18.25,657.0,Late
PO003319,V014,SEA0716,2026-06-01,2026-07-12,2026-07-20,24,24,105.71,2537.04,Late
PO003320,V010,DEC0187,2025-02-14,2025-04-07,2025-04-08,24,24,48.52,1164.48,On Time
PO003321,V009,LGT1832,2025-12-12,2026-01-29,2026-01-23,36,36,72.77,2619.72,On Time
PO003322,V015,DEC0096,2025-04-12,2025-05-06,2025-05-04,24,18,17.32,415.68,On Time
PO003323,V006,SHT1329,2025-02-15,2025-03-23,2025-03-30,36,36,42.33,1523.88,Late
PO003324,V018,SUM2028,2025-12-30,2026-01-14,2026-01-12,96,96,66.91,6423.36,On Time
PO003325,V016,SRV1042,2025-08-29,2025-09-12,2025-09-15,72,54,36.69,2641.68,Late
PO003326,V015,FRM2196,2025-05-11,2025-06-04,2025-06-11,96,96,17.07,1638.72,Late
PO003327,V008,WAL0349,2025-04-12,2025-05-25,2025-05-27,120,120,68.56,8227.2,On Time
PO003328,V015,FUR0573,2025-09-04,2025-09-28,2025-09-30,48,30,252.35,12112.8,On Time
PO003329,V014,DEC0056,2025-02-24,2025-04-06,2025-04-02,24,24,38.7,928.8,On Time
PO003330,V003,DEC0154,2025-06-03,2025-08-04,2025-08-02,36,36,10.09,363.24,On Time
PO003331,V016,SHT1242,2026-01-01,2026-01-15,2026-01-24,24,6,44.26,1062.24,Late
PO003332,V002,SHT1237,2025-05-29,2025-07-03,2025-07-18,96,84,78.05,7492.8,Late
PO003333,V002,TEX0491,2025-11-16,2025-12-21,2025-12-29,36,18,20.59,741.24,Late
PO003334,V008,SHT1269,2025-03-18,2025-04-30,2025-05-02,72,72,31.73,2284.56,On Time
PO003335,V011,BSK1598,2025-03-19,2025-04-30,2025-05-06,120,102,39.79,4774.8,Late
PO003336,V005,BTH1543,2026-06-09,2026-07-20,2026-07-17,96,96,22.67,2176.32,On Time
PO003337,V006,DEC0012,2025-06-04,2025-07-10,2025-07-06,24,24,11.67,280.08,On Time
PO003338,V019,KIT0962,2025-05-20,2025-06-24,2025-06-21,36,36,110.31,3971.16,On Time
PO003339,V012,SHT1330,2025-06-13,2025-07-09,2025-07-09,96,96,55.04,5283.84,On Time
PO003340,V015,SHL1670,2026-04-29,2026-05-23,2026-05-23,48,36,49.42,2372.16,On Time
PO003341,V009,BSK1635,2026-04-16,2026-06-03,2026-05-30,72,72,37.93,2730.96,On Time
PO003342,V005,WAL0269,2026-05-28,2026-07-08,2026-07-09,72,72,51.71,3723.12,On Time
PO003343,V010,PEN1887,2026-02-20,2026-04-13,2026-04-18,24,24,284.49,6827.76,Late
PO003344,V002,SHL1657,2025-04-29,2025-06-03,2025-06-09,24,24,78.8,1891.2,Late
PO003345,V008,TOW1412,2025-04-25,2025-06-07,2025-06-03,36,36,21.26,765.36,On Time
PO003346,V005,SHL1660,2025-04-09,2025-05-20,2025-05-17,36,24,102.56,3692.16,On Time
PO003347,V013,FUR0576,2026-04-06,2026-04-29,2026-05-02,72,72,70.1,5047.2,Late
PO003348,V019,BTH1514,2026-04-15,2026-05-20,2026-05-23,96,96,31.65,3038.4,Late
PO003349,V012,WAL0201,2025-11-11,2025-12-07,2025-12-02,36,36,28.64,1031.04,On Time
PO003350,V014,CND2119,2025-10-09,2025-11-19,2025-11-20,120,120,22.53,2703.6,On Time
PO003351,V016,SHT1242,2026-01-31,2026-02-14,2026-03-02,24,24,44.26,1062.24,Late
PO003352,V005,MIR0380,2026-07-07,2026-08-17,2026-08-19,72,60,123.64,8902.08,On Time
PO003353,V001,TOW1477,2026-07-01,2026-08-01,2026-08-01,48,48,28.0,1344.0,On Time
PO003354,V010,TAB0778,2026-02-17,2026-04-10,2026-04-18,36,36,168.23,6056.28,Late
PO003355,V005,SHL1660,2025-10-05,2025-11-15,2025-11-18,72,60,102.56,7384.32,Late
PO003356,V001,HAL2017,2025-09-18,2025-10-19,2025-10-19,48,48,38.61,1853.28,On Time
PO003357,V020,SHT1248,2025-12-05,2026-01-03,2025-12-26,48,48,36.36,1745.28,On Time
PO003358,V017,SHL1685,2025-03-13,2025-03-28,2025-04-06,96,96,83.21,7988.16,Late
PO003359,V002,KIT0851,2025-10-17,2025-11-21,2025-11-24,24,24,27.77,666.48,Late
PO003360,V013,DEC0153,2025-05-29,2025-06-21,2025-06-21,48,48,34.16,1639.68,On Time
PO003361,V013,TEX0444,2026-03-08,2026-03-31,2026-03-22,96,96,45.21,4340.16,On Time
PO003362,V014,TEX0533,2025-08-16,2025-09-26,2025-09-25,96,96,18.03,1730.88,On Time
PO003363,V011,SUM2030,2025-05-17,2025-06-28,2025-07-04,96,96,19.7,1891.2,Late
PO003364,V008,GFT2218,2026-01-23,2026-03-07,2026-03-05,72,72,24.73,1780.56,On Time
PO003365,V012,SHT1267,2025-12-25,2026-01-20,2026-01-31,120,120,85.56,10267.2,Late
PO003366,V008,FUR0632,2026-01-17,2026-03-01,2026-03-03,96,96,186.5,17904.0,On Time
PO003367,V020,MIR0425,2026-05-21,2026-06-19,2026-06-26,96,96,43.38,4164.48,Late
PO003368,V004,MIR0429,2026-05-21,2026-06-08,2026-06-12,36,36,68.32,2459.52,Late
PO003369,V001,DUV1160,2026-02-28,2026-03-31,2026-03-28,120,120,47.53,5703.6,On Time
PO003370,V010,DEC0187,2025-09-02,2025-10-24,2025-10-30,24,24,48.52,1164.48,Late
PO003371,V020,UTL1137,2025-03-28,2025-04-26,2025-05-04,72,72,7.0,504.0,Late
PO003372,V011,CHR1964,2025-07-23,2025-09-03,2025-09-12,48,48,89.52,4296.96,Late
PO003373,V004,LGT1786,2026-01-01,2026-01-19,2026-01-18,24,24,49.21,1181.04,On Time
PO003374,V012,DEC0004,2025-03-30,2025-04-25,2025-04-28,36,36,16.71,601.56,Late
PO003375,V008,DUV1155,2026-03-27,2026-05-09,2026-05-10,36,36,113.66,4091.76,On Time
PO003376,V002,WAL0337,2026-05-11,2026-06-15,2026-06-17,48,48,48.96,2350.08,On Time
PO003377,V012,TOW1427,2025-09-19,2025-10-15,2025-10-12,72,72,32.14,2314.08,On Time
PO003378,V006,TOW1463,2025-07-10,2025-08-15,2025-08-17,36,36,27.94,1005.84,On Time
PO003379,V010,WAL0267,2025-10-24,2025-12-15,2025-12-17,24,24,44.15,1059.6,On Time
PO003380,V010,FRM2198,2026-06-29,2026-08-20,2026-08-22,48,48,44.01,2112.48,On Time
PO003381,V011,DEC0110,2026-06-16,2026-07-28,2026-08-16,36,36,31.15,1121.4,Late
PO003382,V018,SHT1322,2025-12-26,2026-01-10,2026-01-03,48,48,24.76,1188.48,On Time
PO003383,V014,FUR0599,2025-12-04,2026-01-14,2026-01-15,24,24,174.05,4177.2,On Time
PO003384,V020,PIL1351,2025-03-13,2025-04-11,2025-04-09,24,24,43.87,1052.88,On Time
PO003385,V020,BTH1517,2025-10-23,2025-11-21,2025-11-13,72,72,31.3,2253.6,On Time
PO003386,V009,TEX0518,2026-04-01,2026-05-19,2026-05-22,48,48,31.34,1504.32,Late
PO003387,V011,CHR1921,2025-12-16,2026-01-27,2026-02-03,48,48,55.85,2680.8,Late
PO003388,V005,WAL0212,2026-05-03,2026-06-13,2026-06-15,36,36,36.17,1302.12,On Time
PO003389,V001,DUV1160,2026-04-26,2026-05-27,2026-06-02,36,36,47.53,1711.08,Late
PO003390,V006,DEC0049,2026-03-20,2026-04-25,2026-05-02,72,72,13.34,960.48,Late
PO003391,V003,ORG1754,2025-11-16,2026-01-17,2026-01-23,36,36,27.39,986.04,Late
PO003392,V013,FRM2173,2025-09-08,2025-10-01,2025-09-30,48,48,23.54,1129.92,On Time
PO003393,V003,TOW1454,2026-01-15,2026-03-18,2026-03-20,72,72,20.93,1506.96,On Time
PO003394,V002,SHT1300,2025-12-15,2026-01-19,2026-01-24,36,18,25.98,935.28,Late
PO003395,V003,GFT2220,2025-11-19,2026-01-20,2026-01-24,48,48,16.6,796.8,Late
PO003396,V006,DEC0186,2026-02-28,2026-04-05,2026-04-09,72,72,15.56,1120.32,Late
PO003397,V012,BSK1587,2025-12-15,2026-01-10,2026-01-09,36,36,29.24,1052.64,On Time
PO003398,V013,MIR0390,2026-03-02,2026-03-25,2026-03-30,72,72,92.59,6666.48,Late
PO003399,V012,UTL1104,2025-08-21,2025-09-16,2025-09-22,120,120,9.39,1126.8,Late
PO003400,V005,PIL1403,2025-05-18,2025-06-28,2025-06-20,48,48,13.85,664.8,On Time
PO003401,V007,LGT1792,2025-03-26,2025-04-15,2025-04-20,72,72,106.38,7659.36,Late
PO003402,V005,GFT2226,2025-03-03,2025-04-13,2025-04-17,120,120,38.26,4591.2,Late
PO003403,V017,TEX0548,2025-04-24,2025-05-09,2025-05-13,36,36,17.65,635.4,Late
PO003404,V011,TAB0790,2025-03-11,2025-04-22,2025-04-29,48,48,269.78,12949.44,Late
PO003405,V018,BSK1608,2026-02-19,2026-03-06,2026-02-22,24,24,18.76,450.24,On Time
PO003406,V008,SEA0712,2025-09-06,2025-10-19,2025-10-22,48,48,137.48,6599.04,Late
PO003407,V011,HAL1990,2026-03-27,2026-05-08,2026-05-22,120,120,27.43,3291.6,Late
PO003408,V017,KIT0896,2025-11-14,2025-11-29,2025-12-08,120,108,17.67,2120.4,Late
PO003409,V020,SUM2051,2025-10-29,2025-11-27,2025-11-27,24,24,20.5,492.0,On Time
PO003410,V020,HAL2008,2025-04-06,2025-05-05,2025-04-28,120,120,17.61,2113.2,On Time
PO003411,V002,TEX0497,2026-01-21,2026-02-25,2026-03-01,96,96,39.0,3744.0,Late
PO003412,V006,KIT0892,2025-03-15,2025-04-20,2025-04-23,96,96,28.23,2710.08,Late
PO003413,V010,SRV0995,2025-09-07,2025-10-29,2025-11-03,72,72,41.8,3009.6,Late
PO003414,V016,TOW1473,2026-03-10,2026-03-24,2026-04-05,36,36,18.15,653.4,Late
PO003415,V006,TEX0446,2025-12-09,2026-01-14,2026-01-15,48,48,20.07,963.36,On Time
PO003416,V019,WAL0202,2025-04-25,2025-05-30,2025-05-30,36,36,60.91,2192.76,On Time
PO003417,V014,FRM2210,2025-10-22,2025-12-02,2025-12-09,24,24,26.54,636.96,Late
PO003418,V018,LGT1822,2025-09-03,2025-09-18,2025-09-23,48,48,60.72,2914.56,Late
PO003419,V004,WAL0237,2025-11-11,2025-11-29,2025-11-22,24,24,40.82,979.68,On Time
PO003420,V012,WIN2081,2025-11-20,2025-12-16,2025-12-13,24,24,31.91,765.84,On Time
PO003421,V002,DEC0023,2025-06-06,2025-07-11,2025-07-15,72,72,55.59,4002.48,Late
PO003422,V001,WAL0197,2025-05-22,2025-06-22,2025-06-22,36,36,27.23,980.28,On Time
PO003423,V019,LGT1805,2025-04-15,2025-05-20,2025-05-21,24,24,56.32,1351.68,On Time
PO003424,V015,TOW1430,2026-05-26,2026-06-19,2026-06-16,36,24,30.35,1092.6,On Time
PO003425,V011,SRV0981,2026-03-02,2026-04-13,2026-04-24,96,90,12.16,1167.36,Late
PO003426,V009,DEC0181,2026-07-02,2026-08-19,2026-08-18,48,48,44.65,2143.2,On Time
PO003427,V007,TEX0455,2025-05-05,2025-05-25,2025-06-05,120,120,55.84,6700.8,Late
PO003428,V019,DEC0065,2025-04-13,2025-05-18,2025-05-23,96,96,30.03,2882.88,Late
PO003429,V007,CND2112,2025-03-17,2025-04-06,2025-04-07,36,36,11.25,405.0,On Time
PO003430,V020,WAL0257,2025-12-05,2026-01-03,2026-01-07,96,96,22.23,2134.08,Late
PO003431,V019,FUR0585,2025-02-06,2025-03-13,2025-03-12,96,96,57.78,5546.88,On Time
PO003432,V013,KIT0873,2025-06-28,2025-07-21,2025-07-22,24,24,11.0,264.0,On Time
PO003433,V016,FUR0639,2025-11-23,2025-12-07,2025-12-23,120,114,80.92,9710.4,Late
PO003434,V019,BSK1594,2026-03-27,2026-05-01,2026-05-05,24,24,40.22,965.28,Late
PO003435,V018,UTL1139,2026-02-04,2026-02-19,2026-02-22,24,24,9.97,239.28,Late
PO003436,V006,TAB0795,2026-03-16,2026-04-21,2026-04-18,120,120,229.86,27583.2,On Time
PO003437,V013,DEC0164,2025-05-10,2025-06-02,2025-06-17,36,36,31.22,1123.92,Late
PO003438,V009,FUR0595,2025-09-30,2025-11-17,2025-11-22,72,72,113.99,8207.28,Late
PO003439,V009,PEN1898,2025-05-19,2025-07-06,2025-07-05,120,120,169.22,20306.4,On Time
PO003440,V001,SEA0717,2026-07-08,2026-08-08,2026-08-11,72,72,312.49,22499.28,Late
PO003441,V019,BTH1562,2025-11-28,2026-01-02,2025-12-30,24,18,42.73,1025.52,On Time
PO003442,V003,MIR0406,2025-10-14,2025-12-15,2025-12-13,36,18,38.28,1378.08,On Time
PO003443,V006,FUR0649,2025-06-17,2025-07-23,2025-07-20,24,18,132.98,3191.52,On Time
PO003444,V010,HAL1987,2025-09-05,2025-10-27,2025-11-01,72,72,18.13,1305.36,Late
PO003445,V015,KIT0930,2026-06-22,2026-07-16,2026-07-21,48,48,14.63,702.24,Late
PO003446,V012,SHL1653,2026-04-07,2026-05-03,2026-04-27,24,24,94.11,2258.64,On Time
PO003447,V019,DEC0182,2026-04-15,2026-05-20,2026-05-17,96,96,11.19,1074.24,On Time
PO003448,V014,LGT1833,2025-09-01,2025-10-12,2025-10-15,36,36,92.09,3315.24,Late
PO003449,V015,WAL0336,2025-08-31,2025-09-24,2025-10-05,24,24,42.98,1031.52,Late
PO003450,V018,FUR0642,2025-06-10,2025-06-25,2025-06-27,36,36,72.63,2614.68,On Time
PO003451,V019,FUR0594,2026-01-30,2026-03-06,2026-02-23,48,48,64.93,3116.64,On Time
PO003452,V009,FUR0658,2025-09-27,2025-11-14,2025-11-17,36,36,118.23,4256.28,Late
PO003453,V017,TEX0476,2025-09-21,2025-10-06,2025-10-15,96,96,21.89,2101.44,Late
PO003454,V012,TEX0481,2025-12-04,2025-12-30,2025-12-28,120,120,21.13,2535.6,On Time
PO003455,V014,CND2119,2025-10-26,2025-12-06,2025-11-28,24,24,22.53,540.72,On Time
PO003456,V002,PEN1883,2026-01-19,2026-02-23,2026-03-04,72,72,158.25,11394.0,Late
PO003457,V017,DUV1168,2025-12-17,2026-01-01,2026-01-05,48,48,93.84,4504.32,Late
PO003458,V008,LGT1789,2025-03-03,2025-04-15,2025-04-10,36,36,82.38,2965.68,On Time
PO003459,V019,PEN1902,2026-02-12,2026-03-19,2026-03-29,24,12,175.75,4218.0,Late
PO003460,V003,FUR0606,2026-02-27,2026-04-30,2026-04-29,96,90,94.99,9119.04,On Time
PO003461,V018,DUV1222,2026-02-01,2026-02-16,2026-02-18,48,48,93.59,4492.32,On Time
PO003462,V014,TEX0436,2025-02-11,2025-03-24,2025-03-30,24,18,33.26,798.24,Late
PO003463,V001,FUR0648,2026-01-28,2026-02-28,2026-02-27,96,96,103.18,9905.28,On Time
PO003464,V017,TOW1476,2026-01-22,2026-02-06,2026-02-10,24,24,5.99,143.76,Late
PO003465,V005,FUR0663,2025-05-26,2025-07-06,2025-07-01,72,72,109.77,7903.44,On Time
PO003466,V009,DEC0061,2025-02-04,2025-03-24,2025-03-24,96,96,44.11,4234.56,On Time
PO003467,V003,HAL2003,2026-03-05,2026-05-06,2026-05-11,24,24,29.55,709.2,Late
PO003468,V001,PEN1908,2025-09-14,2025-10-15,2025-10-10,96,96,112.74,10823.04,On Time
PO003469,V014,FUR0593,2025-05-29,2025-07-09,2025-07-08,120,120,210.26,25231.2,On Time
PO003470,V007,DEC0175,2026-02-28,2026-03-20,2026-03-23,48,48,24.7,1185.6,Late
PO003471,V018,CND2128,2025-04-12,2025-04-27,2025-05-02,120,102,34.95,4194.0,Late
PO003472,V020,TEX0454,2025-10-12,2025-11-10,2025-11-14,96,96,35.01,3360.96,Late
PO003473,V014,LGT1790,2025-04-19,2025-05-30,2025-06-03,36,36,20.1,723.6,Late
PO003474,V006,SEA0726,2025-09-03,2025-10-09,2025-10-07,72,72,85.42,6150.24,On Time
PO003475,V005,ORG1706,2026-05-11,2026-06-21,2026-06-10,48,48,26.82,1287.36,On Time
PO003476,V014,TAB0796,2025-05-01,2025-06-11,2025-06-10,96,96,243.56,23381.76,On Time
PO003477,V008,FRM2181,2025-09-28,2025-11-10,2025-11-15,48,48,26.64,1278.72,Late
PO003478,V010,ORG1755,2026-03-05,2026-04-26,2026-04-25,36,36,41.62,1498.32,On Time
PO003479,V020,PIL1394,2025-02-01,2025-03-02,2025-03-04,24,24,18.18,436.32,On Time
PO003480,V005,WAL0252,2025-07-30,2025-09-09,2025-09-14,72,72,21.67,1560.24,Late
PO003481,V019,ORG1765,2026-06-27,2026-08-01,2026-08-08,36,36,29.41,1058.76,Late
PO003482,V009,UTL1098,2026-02-21,2026-04-10,2026-04-04,72,72,11.98,862.56,On Time
PO003483,V009,BTH1504,2026-05-17,2026-07-04,2026-06-30,48,48,19.69,945.12,On Time
PO003484,V014,DEC0016,2026-01-06,2026-02-16,2026-02-12,48,48,32.23,1547.04,On Time
PO003485,V003,KIT0914,2026-04-14,2026-06-15,2026-06-19,72,72,89.83,6467.76,Late
PO003486,V010,KIT0967,2026-06-27,2026-08-18,2026-08-24,48,48,59.83,2871.84,Late
PO003487,V011,TEX0527,2025-10-22,2025-12-03,2025-12-14,96,96,36.55,3508.8,Late
PO003488,V013,UTL1096,2025-06-27,2025-07-20,2025-07-21,36,36,26.08,938.88,On Time
PO003489,V017,CND2148,2026-06-08,2026-06-23,2026-06-24,36,36,22.89,824.04,On Time
PO003490,V016,ORG1733,2025-10-07,2025-10-21,2025-10-20,96,96,46.79,4491.84,On Time
PO003491,V016,TOW1473,2025-09-13,2025-09-27,2025-10-01,36,36,18.15,653.4,Late
PO003492,V012,TOW1447,2025-06-10,2025-07-06,2025-07-10,72,72,18.16,1307.52,Late
PO003493,V007,HAL2012,2025-10-08,2025-10-28,2025-11-12,96,84,32.86,3154.56,Late
PO003494,V016,CHR1956,2025-06-13,2025-06-27,2025-07-01,120,120,14.01,1681.2,Late
PO003495,V001,KIT0868,2025-02-11,2025-03-14,2025-03-16,96,96,31.44,3018.24,On Time
PO003496,V002,BTH1563,2025-03-07,2025-04-11,2025-04-09,48,48,32.58,1563.84,On Time
PO003497,V006,TOW1463,2026-02-02,2026-03-10,2026-03-12,48,48,27.94,1341.12,On Time
PO003498,V005,KIT0900,2025-08-25,2025-10-05,2025-10-05,96,90,66.81,6413.76,On Time
PO003499,V020,HAL2008,2025-11-01,2025-11-30,2025-11-29,120,120,17.61,2113.2,On Time
PO003500,V003,TOW1414,2025-05-06,2025-07-07,2025-07-14,96,96,33.53,3218.88,Late
PO003501,V002,SHL1657,2026-05-29,2026-07-03,2026-07-04,96,96,78.8,7564.8,On Time
PO003502,V007,WAL0309,2026-01-12,2026-02-01,2026-02-12,120,120,37.25,4470.0,Late
PO003503,V018,PIL1345,2026-05-16,2026-05-31,2026-06-03,48,48,25.18,1208.64,Late
PO003504,V020,DEC0148,2025-11-04,2025-12-03,2025-12-13,24,6,27.21,653.04,Late
PO003505,V008,DEC0038,2025-12-28,2026-02-09,2026-02-04,72,72,12.03,866.16,On Time
PO003506,V011,TOW1490,2026-05-09,2026-06-20,2026-06-16,96,90,13.84,1328.64,On Time
PO003507,V014,WAL0350,2026-04-10,2026-05-21,2026-05-21,36,36,31.33,1127.88,On Time
PO003508,V012,DEC0130,2025-08-11,2025-09-06,2025-09-09,48,48,34.78,1669.44,Late
PO003509,V005,SRV1032,2025-11-14,2025-12-25,2026-01-01,24,24,16.69,400.56,Late
PO003510,V011,GFT2230,2026-05-25,2026-07-06,2026-07-17,36,30,16.96,610.56,Late
PO003511,V020,KIT0908,2026-06-12,2026-07-11,2026-07-15,48,48,68.61,3293.28,Late
PO003512,V018,SHT1259,2025-08-27,2025-09-11,2025-09-18,24,24,23.49,563.76,Late
PO003513,V010,KIT0967,2025-02-18,2025-04-11,2025-04-03,72,72,59.83,4307.76,On Time
PO003514,V017,SHT1245,2026-06-28,2026-07-13,2026-07-24,120,120,31.67,3800.4,Late
PO003515,V020,DUV1154,2025-06-15,2025-07-14,2025-07-11,36,36,52.5,1890.0,On Time
PO003516,V020,GFT2231,2025-04-15,2025-05-14,2025-05-10,120,120,14.87,1784.4,On Time
PO003517,V015,KIT0942,2026-04-02,2026-04-26,2026-05-01,24,24,45.98,1103.52,Late
PO003518,V020,DEC0177,2025-02-13,2025-03-14,2025-03-20,36,36,17.47,628.92,Late
PO003519,V018,SRV1059,2026-04-06,2026-04-21,2026-04-30,24,24,15.84,380.16,Late
PO003520,V012,SHT1304,2025-02-09,2025-03-07,2025-03-06,96,96,28.69,2754.24,On Time
PO003521,V011,TEX0501,2025-09-05,2025-10-17,2025-10-26,96,96,18.83,1807.68,Late
PO003522,V018,CHR1928,2025-10-23,2025-11-07,2025-11-05,72,72,61.62,4436.64,On Time
PO003523,V001,SHL1691,2025-02-16,2025-03-19,2025-03-28,24,24,30.94,742.56,Late
PO003524,V003,KIT0937,2026-04-06,2026-06-07,2026-06-08,96,96,22.57,2166.72,On Time
PO003525,V015,FLR1859,2025-11-10,2025-12-04,2025-12-05,48,48,55.38,2658.24,On Time
PO003526,V003,TAB0800,2026-03-09,2026-05-10,2026-05-10,96,96,194.79,18699.84,On Time
PO003527,V007,SHT1255,2025-02-23,2025-03-15,2025-03-22,36,36,60.63,2182.68,Late
PO003528,V003,TEX0534,2025-08-08,2025-10-09,2025-10-11,48,48,43.81,2102.88,On Time
PO003529,V016,DEC0059,2025-09-26,2025-10-10,2025-10-16,48,42,29.92,1436.16,Late
PO003530,V013,PIL1390,2026-01-30,2026-02-22,2026-03-02,72,72,48.21,3471.12,Late
PO003531,V004,BSK1586,2026-02-10,2026-02-28,2026-02-21,120,120,27.73,3327.6,On Time
PO003532,V002,CND2160,2025-02-27,2025-04-03,2025-04-05,72,72,24.16,1739.52,On Time
PO003533,V005,FUR0672,2026-03-14,2026-04-24,2026-04-28,72,54,151.02,10873.44,Late
PO003534,V008,DEC0058,2025-09-16,2025-10-29,2025-10-17,72,72,28.86,2077.92,On Time
PO003535,V002,SHL1657,2026-02-16,2026-03-23,2026-04-02,24,24,78.8,1891.2,Late
PO003536,V015,BTH1530,2025-08-16,2025-09-09,2025-09-11,24,24,13.29,318.96,On Time
PO003537,V004,BSK1629,2025-10-28,2025-11-15,2025-11-10,120,108,16.35,1962.0,On Time
PO003538,V018,KIT0928,2026-05-21,2026-06-05,2026-06-10,120,120,49.32,5918.4,Late
PO003539,V006,CND2149,2026-04-03,2026-05-09,2026-05-08,120,120,21.8,2616.0,On Time
PO003540,V006,SRV0975,2025-06-11,2025-07-17,2025-07-21,36,36,36.02,1296.72,Late
PO003541,V013,LGT1807,2026-03-14,2026-04-06,2026-03-27,72,72,36.66,2639.52,On Time
PO003542,V003,KIT0934,2025-03-22,2025-05-23,2025-05-22,120,102,75.52,9062.4,On Time
PO003543,V009,WAL0232,2025-12-10,2026-01-27,2026-01-27,24,6,56.21,1349.04,On Time
PO003544,V019,WAL0205,2025-04-14,2025-05-19,2025-05-18,72,72,30.8,2217.6,On Time
PO003545,V020,DUV1154,2026-04-30,2026-05-29,2026-05-27,48,48,52.5,2520.0,On Time
PO003546,V010,WIN2098,2025-07-02,2025-08-23,2025-08-29,72,72,17.78,1280.16,Late
PO003547,V001,GFT2251,2026-01-01,2026-02-01,2026-01-31,120,120,69.06,8287.2,On Time
PO003548,V001,TEX0440,2026-01-08,2026-02-08,2026-02-11,48,48,27.32,1311.36,Late
PO003549,V002,CND2137,2025-06-21,2025-07-26,2025-08-03,72,72,18.38,1323.36,Late
PO003550,V011,GFT2241,2026-06-13,2026-07-25,2026-08-03,36,30,13.3,478.8,Late
PO003551,V008,SUM2032,2025-12-23,2026-02-04,2026-02-14,24,24,57.58,1381.92,Late
PO003552,V004,DEC0020,2025-11-26,2025-12-14,2025-12-18,24,24,49.6,1190.4,Late
PO003553,V017,TAB0782,2025-09-27,2025-10-12,2025-10-05,120,120,101.35,12162.0,On Time
PO003554,V002,SRV1031,2026-07-02,2026-08-06,2026-08-11,72,72,33.2,2390.4,Late
PO003555,V003,TAB0834,2025-08-07,2025-10-08,2025-10-08,24,24,97.34,2336.16,On Time
PO003556,V009,FRM2172,2026-02-27,2026-04-16,2026-04-23,36,36,38.16,1373.76,Late
PO003557,V004,SHL1669,2025-06-10,2025-06-28,2025-06-24,24,24,94.16,2259.84,On Time
PO003558,V018,PIL1391,2025-12-09,2025-12-24,2025-12-22,24,24,20.19,484.56,On Time
PO003559,V012,HAL2010,2025-05-18,2025-06-13,2025-06-17,48,48,7.66,367.68,Late
PO003560,V020,DEC0108,2025-03-04,2025-04-02,2025-04-02,36,36,14.93,537.48,On Time
PO003561,V019,FLR1851,2025-05-18,2025-06-22,2025-06-21,48,48,107.3,5150.4,On Time
PO003562,V012,SHT1304,2025-12-01,2025-12-27,2025-12-19,36,36,28.69,1032.84,On Time
PO003563,V008,WIN2092,2025-04-26,2025-06-08,2025-06-02,36,36,47.59,1713.24,On Time
PO003564,V007,UTL1146,2026-01-10,2026-01-30,2026-01-29,36,36,18.0,648.0,On Time
PO003565,V002,LGT1783,2025-06-10,2025-07-15,2025-07-28,120,120,36.72,4406.4,Late
PO003566,V013,SUM2044,2025-08-06,2025-08-29,2025-09-05,120,120,66.66,7999.2,Late
PO003567,V012,CND2141,2026-05-11,2026-06-06,2026-06-09,96,84,15.8,1516.8,Late
PO003568,V012,UTL1127,2025-09-25,2025-10-21,2025-10-12,96,96,27.4,2630.4,On Time
PO003569,V014,DEC0013,2025-09-07,2025-10-18,2025-10-25,36,24,24.19,870.84,Late
PO003570,V014,SEA0727,2025-08-18,2025-09-28,2025-09-27,72,72,242.33,17447.76,On Time
PO003571,V009,KIT0881,2025-05-27,2025-07-14,2025-07-09,72,72,57.4,4132.8,On Time
PO003572,V008,CND2129,2026-03-23,2026-05-05,2026-05-09,48,48,14.17,680.16,Late
PO003573,V018,BSK1622,2026-03-19,2026-04-03,2026-04-10,72,66,35.87,2582.64,Late
PO003574,V004,FUR0589,2025-12-24,2026-01-11,2026-01-16,72,72,223.39,16084.08,Late
PO003575,V013,DEC0153,2026-02-09,2026-03-04,2026-03-03,36,36,34.16,1229.76,On Time
PO003576,V003,TEX0523,2025-07-11,2025-09-11,2025-09-16,120,120,45.27,5432.4,Late
PO003577,V001,CHR1974,2026-05-26,2026-06-26,2026-06-24,120,120,8.26,991.2,On Time
PO003578,V017,BTH1556,2025-07-05,2025-07-20,2025-07-20,36,36,30.93,1113.48,On Time
PO003579,V005,TEX0486,2025-09-23,2025-11-03,2025-11-05,36,36,30.67,1104.12,On Time
PO003580,V009,DEC0181,2025-11-13,2025-12-31,2026-01-05,96,84,44.65,4286.4,Late
PO003581,V014,KIT0916,2025-05-13,2025-06-23,2025-06-21,120,102,93.54,11224.8,On Time
PO003582,V016,DEC0022,2025-02-14,2025-02-28,2025-03-03,48,48,29.04,1393.92,Late
PO003583,V002,DEC0114,2025-03-17,2025-04-21,2025-05-01,96,96,15.53,1490.88,Late
